Domain,Num_words,Num_chars,Hyphen,Entropy_sdsu,Entropy_nosdsu,Entropy_nosu,Tranco_Rank,Longest_word_ratio,Typos,Freenom_TLD,Other_numbers,Subdomain levels,Label
datacovid19.icm.edu.pl,8,20,0,3.681880803,1.584962501,3.235926351,1,0.181818182,0,0,0,1,1
mettucovid-19.meu.edu.et,8,22,1,3.368042423,1.584962501,3.5,0,0.166666667,0,0,0,1,1
covid-19.gov.gr,5,14,1,3.238901257,3,3,0,0.266666667,0,0,0,0,1
covid-19.ikcu.edu.tr,7,18,1,3.616874606,2,3.251629167,1,0.2,0,0,0,1,1
covidrentrelief.hcr.ny.gov,8,24,0,3.675310869,1,3.546439345,1,0.230769231,0,0,0,2,1
espacovidaidosos.com.br,7,22,0,3.403989446,3.030639062,3.030639062,0,0.217391304,0,0,0,0,1
covid19.ncc.gov.sa,7,16,0,3.323231429,0.918295834,2.846439345,1,0.222222222,0,0,0,1,1
covid19.uskt.edu.pk,7,17,0,3.625,2,3.459431619,1,0.210526316,0,0,0,1,1
whm.covid.carolina.ma.gov.br,8,26,0,3.675310869,2.75,3.5,0,0.285714286,0,0,0,2,1
webcovid19.covid19.gov.tl,9,23,0,3.572623664,2.807354922,3.263933429,0,0.16,0,0,1,1,1
www.coronavirus.ohio.gov,4,22,0,3.3273399,1.5,3.239097918,1,0.458333333,0,0,0,2,1
www.covid411site.test.web.illinois.edu,9,36,0,3.677139105,2.155639062,3.577747163,1,0.210526316,0,0,1,4,1
covid19.census.gov,5,16,0,3.5,2.251629167,3.39274741,1,0.333333333,0,0,0,1,1
www.coronavirus.shendetesia.gov.al,9,32,0,3.847742679,2.845350937,3.67326969,1,0.323529412,0,0,0,2,1
covid.smallbusinessbc.ca,6,22,0,3.516027641,3.106890596,3.521928095,1,0.333333333,0,0,0,1,1
covid19.timbauba.pe.gov.br,9,24,0,3.879664005,2.5,3.506890596,0,0.153846154,0,0,0,1,1
covid19.seplag.al.gov.br,8,22,0,3.821928095,2.584962501,3.700439718,0,0.166666667,0,0,0,1,1
test-for-coronavirus.service.gov.uk,6,33,1,3.741729297,2.521640636,3.559900002,1,0.314285714,0,0,0,1,1
cpcontacts.covid.carutapera.ma.gov.br,11,35,0,3.703626767,2.646439345,3.429275071,0,0.216216216,0,0,0,2,1
roccovid-lb1.urmc.rochester.edu,8,29,1,3.753434386,2.725480557,3.73366069,1,0.290322581,1,0,1,2,1
covid19.umkc.edu,6,14,0,3.378783493,2,3.277613437,1,0.25,0,0,0,1,1
pruebacovid.uniandes.edu.co,7,25,0,3.573934896,2.75,3.616348566,1,0.185185185,0,0,0,1,1
www.coronavirus.alemparaiba.mg.gov.br,8,35,0,3.777518266,2.732158891,3.639079571,0,0.297297297,0,0,0,2,1
mcovid19.mizoram.gov.in,6,21,0,3.50869497,2.521640636,3.323231429,1,0.304347826,0,0,0,1,1
autodiscover.coronavirusportal.com.br,6,35,0,3.716016062,3.410417253,3.604031755,0,0.297297297,0,0,0,1,1
mail.covid.fernandofalcao.ma.gov.br,9,33,0,3.653235913,3.039148672,3.447262499,0,0.228571429,0,0,0,2,1
covid19.web2.ncku.edu.tw,9,22,0,3.821928095,2,3.773557262,1,0.166666667,0,0,1,2,1
painel.coronavirus.saude.salvador.ba.gov.br,9,41,0,3.722438501,2.75,3.577747163,1,0.255813953,0,0,0,3,1
cpcontacts.covid.lagodojunco.ma.gov.br,10,36,0,3.775475847,3.027169118,3.499698143,1,0.210526316,0,0,0,2,1
cpcontacts.covid.aguadocedomaranhao.ma.gov.br,12,43,0,3.733783409,3.149673447,3.605486742,0,0.177777778,0,0,0,2,1
www.crematoriocovid.com.br,8,24,0,3.381620108,3.189898095,3.308270835,0,0.192307692,0,0,0,1,1
covidtest.sandiegocounty.gov,7,26,0,3.594482507,3.521640636,3.588354347,1,0.214285714,0,0,0,1,1
ondetemcoronavirus.ufabc.edu.br,8,29,0,3.770942422,2.321928095,3.795088586,1,0.35483871,0,0,0,1,1
globalcovid19.digital.conncoll.edu,8,32,0,3.667928472,2,3.481661512,1,0.205882353,0,0,0,2,1
painel-covid19.saude.ma.gov.br,10,28,1,4.132944045,2.321928095,3.826874882,0,0.133333333,0,0,0,1,1
covid.santoamaro.ma.gov.br,7,24,0,3.459431619,2.646439345,3.272905595,0,0.192307692,0,0,0,1,1
covid-origin.cdc.gov,5,18,1,3.044110418,0.918295834,3.006238929,1,0.3,0,0,0,1,1
orientacovid.com.br,5,18,0,3.4548224,3.251629167,3.251629167,0,0.315789474,0,0,0,0,1
formulariocoronavirus.sjsapp.edu.do,8,33,0,3.753928032,1.918295834,3.587858798,0,0.314285714,0,0,0,1,1
ftp.temperacovidros.com.br,7,24,0,3.675310869,3.506890596,3.614369446,0,0.269230769,0,0,0,1,1
desafiocovid19.mppe.mp.br,9,23,0,3.788754914,1.5,3.614369446,0,0.16,0,0,0,1,1
coronavirus.barretos.sp.gov.br,6,28,0,3.532573258,2.75,3.366091329,0,0.366666667,0,0,0,1,1
bccr-tcovid6.bc.edu,7,17,1,3.381580488,1,3.093069208,1,0.210526316,0,0,1,1,1
rajcovidinfo.rajasthan.gov.in,7,27,0,3.613337314,2.641604168,3.535174566,1,0.310344828,0,0,0,1,1
cpanel.covid.brejodeareia.ma.gov.br,13,33,0,3.723231429,2.855388542,3.534219021,0,0.142857143,0,0,0,2,1
covid19.econeteditora.com.br,9,26,0,3.62346519,3.026986833,3.446439345,1,0.214285714,0,0,0,1,1
www.covid.altoalegredopindare.ma.gov.br,11,37,0,3.822181959,3.326360408,3.652130557,0,0.153846154,0,0,0,2,1
covid.traefik.and.gov.co,8,22,0,3.58418372,1.584962501,3.506890596,0,0.166666667,0,0,0,2,1
covidviana.siganet.net.br,8,23,0,3.538310596,2.807354922,3.292770194,0,0.2,0,0,0,1,1
covid.altoparnaiba.ma.gov.br,9,26,0,3.569773835,2.918295834,3.381580488,0,0.142857143,0,0,0,1,1
en.kitdetestescoronavirus.com.br,7,30,0,3.719375822,3.538310596,3.522055209,0,0.34375,0,0,0,1,1
covid.census.gov,4,14,0,3.235926351,2.251629167,3.095795255,1,0.375,0,0,0,1,1
covid19.esepopayan.gov.co,8,23,0,3.6412498,2.721928095,3.616874606,0,0.2,0,0,0,1,1
dev.public.test-for-coronavirus.service.gov.uk,8,44,1,4.015611761,2.521640636,3.898412848,1,0.239130435,0,0,0,3,1
webdisk.covid.campestredomaranhao.ma.gov.br,12,41,0,3.968211974,3.40582225,3.913400746,0,0.139534884,0,0,0,2,1
covid19.odu.edu.tr,6,16,0,3.323231429,1.584962501,2.921928095,1,0.222222222,0,0,0,1,1
cpanel.covid.centrodoguilherme.ma.gov.br,10,38,0,3.943289445,3.572469459,3.824862958,0,0.225,0,0,0,2,1
mail.espacovidarj.com.br,7,22,0,3.689703732,3.418295834,3.577819531,0,0.208333333,0,0,0,1,1
covid19.saludchoco.gov.co,7,23,0,3.386266143,2.921928095,3.410417253,0,0.2,0,0,0,1,1
coronavirus-business-volunteers.service.gov.uk,6,44,1,3.737213813,2.521640636,3.592826119,1,0.239130435,0,0,0,1,1
covidgrandrounds.ucsd.edu,6,23,0,3.377278131,2,3.321928095,1,0.24,0,0,0,1,1
covid19.agri.edu.tr,6,17,0,3.625,2,3.277613437,1,0.210526316,0,0,0,1,1
covidstatus.com.br,5,17,0,3.5,3.095795255,3.095795255,0,0.333333333,0,0,0,0,1
stocking.covid19.gov.bt,6,21,0,3.58418372,2.807354922,3.506890596,0,0.347826087,0,0,0,1,1
empresa-covid.stilingue.com.br,10,28,1,4.032303243,2.947702779,3.936260028,0,0.133333333,0,0,0,1,1
www.covid19.lagoagrande.pe.gov.br,10,31,0,3.842370993,2.845350937,3.653756708,0,0.181818182,0,0,0,2,1
mail.sepultamentocovid.com.br,10,27,0,3.87314068,3.734521665,3.725650756,0,0.137931034,0,0,0,1,1
coronavirus.cartagena.gov.co,4,26,0,3.38346519,2.641604168,3.38418372,1,0.392857143,0,0,0,1,1
mail.covid.araguana.ma.gov.br,9,27,0,3.438721876,2,3.286895755,0,0.137931034,0,0,0,2,1
covid19.quangtri.gov.vn,8,21,0,3.68418372,3,3.773557262,1,0.217391304,0,0,0,1,1
covid19.ifce.edu.br,7,17,0,3.5,2,3.095795255,1,0.210526316,0,0,0,1,1
www.covid.serrano.ma.gov.br,7,25,0,3.629219687,2.521640636,3.323231429,0,0.259259259,0,0,0,2,1
covid19.moh.gov.om,6,16,0,3.106890596,1.584962501,3.121928095,1,0.222222222,0,0,0,1,1
covid.tku.edu.tw,6,14,0,3.238901257,1.584962501,3,1,0.25,0,0,0,1,1
household.covid19.gov.np,6,22,0,3.725650756,2.807354922,3.452819531,0,0.375,0,0,0,1,1
www.novo.botecovidottinho.com.br,10,30,0,3.408738513,3.077819531,3.174885869,0,0.125,0,0,0,2,1
treatcovid.stanford.edu,5,21,0,3.558518613,3,3.46132014,1,0.347826087,0,0,0,1,1
ovcr-covid2.research.illinois.edu,8,31,1,3.739572262,2.155639062,3.633974076,1,0.242424242,0,0,1,2,1
covid.guimaraes.ma.gov.br,7,23,0,3.594465637,2.947702779,3.521640636,0,0.24,0,0,0,1,1
pengesahancovid19.micost.edu.my,10,29,0,4.06610894,2.584962501,3.914866304,0,0.129032258,0,0,0,1,1
covid19.info.gov.pg,6,17,0,3.327819531,2,3.095795255,0,0.210526316,0,0,0,1,1
covid19.ibge.gov.br,6,17,0,3.375,2,3.277613437,1,0.210526316,0,0,0,1,1
www.coronavirus.cruzeirodooeste.pr.gov.br,8,39,0,3.76633264,3.139572262,3.578001151,0,0.268292683,0,0,0,2,1
coronavirus.centralsaude24h.com.br,8,32,0,3.977916875,3.640223929,3.87314068,0,0.323529412,0,0,1,1,1
covid19.btu.edu.tr,6,16,0,3.506890596,1.584962501,3.321928095,1,0.222222222,0,0,0,1,1
webmail.covid.formosadaserranegra.ma.gov.br,10,41,0,3.757685659,3.090032777,3.756795811,0,0.162790698,0,0,0,2,1
altamiracontracovid-19.com.br,7,28,1,3.70804815,3.6412498,3.6412498,0,0.275862069,0,0,0,0,1
mail.covidincompany.com.br,7,24,0,3.522711956,3.235926351,3.350209029,0,0.269230769,0,0,0,1,1
covidunit.edisha.gov.in,8,21,0,3.521928095,2.584962501,3.456564762,1,0.173913043,0,0,0,1,1
www.coronavirussurvey.portsmouth.gov.uk,6,37,0,3.875731503,2.921928095,3.764735179,1,0.282051282,0,0,0,2,1
covid19.unimedsudoeste.com.br,9,27,0,3.767183468,3.039148672,3.558518613,0,0.172413793,0,0,0,1,1
symptomsupportadmin.covid19.colorado.gov,8,38,0,3.914422367,2.405639062,3.858802914,1,0.2,0,0,0,2,1
coronavirus.beyondblue.org.au,5,27,0,3.719294526,2.921928095,3.689703732,1,0.379310345,0,0,0,1,1
covid19.kacst.edu.sa,8,18,0,3.616874606,2.321928095,3.418295834,1,0.2,0,0,0,1,1
www.covid19.santacruzdoxingu.mt.gov.br,12,36,0,4.150158513,3.625,3.979097891,0,0.131578947,0,0,0,2,1
test.covid-19.health.gov.lk,7,25,1,3.882045108,2.251629167,3.683542362,1,0.222222222,0,0,0,2,1
covid-19.ncdc.gov.ng,7,18,1,3.219528282,1.5,3.022055209,1,0.2,0,0,0,1,1
ctespacovidanova.com.br,7,22,0,3.617809684,3.327819531,3.327819531,0,0.173913043,0,0,0,0,1
covid.ophrd.gov.pk,6,16,0,3.189898095,2.321928095,2.921928095,0,0.222222222,0,0,0,1,1
covid-19c-uat.dls.eol.mass.gov,12,28,1,3.87314068,1.5,3.795088586,1,0.133333333,0,0,0,3,1
sdsapi-prd-gov-1-sp.test-for-coronavirus.service.gov.uk,13,53,1,3.937062725,2.521640636,3.835545858,1,0.2,0,0,1,2,1
psicovida.net.br,5,15,0,3.664497779,2.947702779,2.947702779,0,0.25,0,0,0,0,1
www.covidguidance.nh.gov,6,22,0,3.499227542,1,3.46132014,1,0.333333333,0,0,0,2,1
espacovidamonicamarchett.com.br,8,30,0,3.702471512,3.636842188,3.636842188,0,0.193548387,0,0,0,0,1
whm.covid.mirador.ma.gov.br,8,25,0,3.447401505,2.521640636,3.240223929,0,0.259259259,0,0,0,2,1
www.covid.gov.kg,5,14,0,2.87314068,2.321928095,2.405639062,0,0.25,0,0,0,1,1
covid19.shiep.edu.cn,7,18,0,3.616874606,2.321928095,3.418295834,1,0.2,0,0,0,1,1
www.uticovid19ufmg.com.br,8,23,0,3.788754914,3.521640636,3.572469459,0,0.2,0,0,0,1,1
prosacovid-19.icict.fiocruz.br,10,28,1,3.810081021,2.807354922,3.73366069,1,0.166666667,0,0,0,2,1
covid-19aquinao.com.br,8,21,1,3.78418372,3.506890596,3.506890596,0,0.181818182,0,0,0,0,1
covid.cityofmeycauayanbulacan.gov.ph,12,34,0,3.919563347,3.431413457,3.651478923,0,0.194444444,0,0,0,1,1
covid.hus.gov.co,5,14,0,3.026986833,1.584962501,3,0,0.25,0,0,0,1,1
cpcalendars.covid.saofranciscodomaranhao.ma.gov.br,12,48,0,3.727762474,3.204447961,3.566603424,0,0.18,0,0,0,2,1
covid19.sefin.ro.gov.br,8,21,0,3.681880803,2.321928095,3.418295834,1,0.173913043,0,0,0,1,1
www.covid19sp.com.br,7,18,0,3.572469459,3.169925001,3.188721876,0,0.2,0,0,0,1,1
covid.maiochi.eti.br,7,18,0,3.381580488,2.521640636,2.855388542,0,0.2,0,0,0,1,1
covid19.isparta.edu.tr,8,20,0,3.721611724,2.521640636,3.521640636,1,0.181818182,0,0,0,1,1
covid19.public-health.uiowa.edu,8,29,1,3.9677201,2.321928095,3.97366069,1,0.193548387,0,0,0,2,1
covid19.huemed-univ.edu.vn,10,24,1,3.522711956,3.095795255,3.614369446,1,0.153846154,0,0,0,1,1
covid19help.jharkhand.gov.in,7,26,0,3.97366069,2.725480557,3.88418372,1,0.321428571,0,0,0,1,1
apps.covid19.ssct.edu.ph,8,22,0,3.646439345,1.5,3.323231429,0,0.166666667,0,0,0,2,1
autoconfig.espacovidas.com.br,8,27,0,3.87314068,3.095795255,3.653756708,0,0.206896552,0,0,0,1,1
whm.covid.candidomendes.ma.gov.br,9,31,0,3.753434386,3.026986833,3.43993647,0,0.212121212,0,0,0,2,1
www.redacoronaviruscontratos.salvador.ba.gov.br,11,45,0,3.706746291,2.75,3.576748833,1,0.234042553,0,0,0,2,1
infocovid.mic.gov.py,6,18,0,3.292770194,1.584962501,2.855388542,1,0.2,0,0,0,1,1
quantrinhansuthoicovid.hpm.edu.vn,11,31,0,3.831401845,1.584962501,3.75326969,0,0.151515152,0,0,0,1,1
covid.cksai.edu.ph,6,16,0,3.506890596,2.321928095,2.921928095,0,0.222222222,0,0,0,1,1
www.covid.saoluisgonzaga.ma.gov.br,9,32,0,3.771437029,3.039148672,3.538310596,0,0.205882353,0,0,0,2,1
covid.gov,3,8,0,2.5,2.321928095,2.321928095,0,0.444444444,0,0,0,0,1
covid-19.colby.edu,5,16,1,3.625,2.321928095,3.39274741,1,0.277777778,0,0,0,1,1
covid19.gov.cv,5,12,0,2.855388542,1.584962501,2.921928095,1,0.285714286,0,0,0,1,1
covid19.eletivassc.com.br,10,23,0,3.788754914,2.921928095,3.499227547,0,0.16,0,0,0,1,1
covid-19.okoram.edu.pl,8,20,1,3.892407119,2.251629167,3.4677201,0,0.181818182,0,0,0,1,1
staging.covidresponse.wisc.edu,7,28,0,3.736006946,2,3.636842188,1,0.266666667,0,0,0,2,1
www.kitdetestescoronavirus.com.br,7,31,0,3.822579762,3.538310596,3.643074189,0,0.333333333,0,0,0,1,1
www.coronavirus.campogrande.al.gov.br,7,35,0,3.851409766,3.277613437,3.723074189,0,0.297297297,0,0,0,2,1
checkin.coronavirus.in.gov,5,24,0,3.522711956,1,3.40869497,1,0.423076923,0,0,0,2,1
covid.kzoo.edu,5,12,0,3.022055209,1.5,2.641604168,1,0.285714286,0,0,0,1,1
covid19.pascuayaqui-nsn.gov,10,25,1,3.89366069,3.189898095,3.788754914,1,0.185185185,0,0,0,1,1
api.coronavirus.data.gov.uk,5,25,0,3.621175543,1.5,3.392147224,1,0.407407407,0,0,0,2,1
www.ecovidros.net.br,6,18,0,3.4548224,2.947702779,3.022055209,0,0.2,0,0,0,1,1
www.covid-19canada.com,6,20,1,3.40869497,3.182005815,3.292770194,1,0.272727273,0,0,0,1,1
covid19portal.gov.bw,7,18,0,3.794653474,1.584962501,3.577819531,1,0.3,0,0,0,1,1
covid-19.macaubal.sp.gov.br,8,25,1,3.96900163,2.405639062,3.577819531,0,0.185185185,0,0,0,1,1
coronavirusupdates.uchicago.edu,5,29,0,3.745406426,2.75,3.738149333,1,0.35483871,0,0,0,1,1
dev.api.public.test-for-coronavirus.service.gov.uk,9,48,1,4.044325653,2.521640636,3.925926578,1,0.22,0,0,0,4,1
sudpscovid1.stanford.edu,7,22,0,3.697845823,3,3.642149882,1,0.333333333,0,0,1,1,1
registra-rh-covid19.saude.gov.br,10,30,1,3.961429271,2.321928095,3.886842188,1,0.15625,0,0,0,1,1
coronavirus.fenajufe.org.br,6,25,0,3.636842188,2.5,3.511085408,0,0.407407407,0,0,0,1,1
covid19cts.laguna.gov.ph,8,22,0,3.916126947,2.251629167,3.75,0,0.25,0,0,0,1,1
uat-covid19group.hkbu.edu.hk,10,26,1,4.00385619,2,3.98418372,1,0.178571429,0,0,0,1,1
covid19.tripura.gov.in,6,20,0,3.681880803,2.521640636,3.521640636,1,0.318181818,0,0,0,1,1
smtp.espacovidaterapias.com.br,9,28,0,3.587858798,3.281036113,3.390805482,0,0.133333333,0,0,0,1,1
www.covid19.ap.gov.in,7,19,0,3.4548224,1,3.188721876,1,0.19047619,0,0,0,2,1
covid19responsefund.org,6,22,0,3.788754914,3.721611724,3.721611724,1,0.347826087,0,0,0,0,1
covid19.idu.edu.tr,7,16,0,3.323231429,1.584962501,2.921928095,0,0.222222222,0,0,0,1,1
covid19tracker.gov.bd,6,20,0,3.721611724,3.521640636,3.521640636,1,0.333333333,0,0,0,0,1
www.drmarcovidotti.com.br,8,23,0,3.356492414,3.093069208,3.219528282,0,0.16,0,0,0,1,1
www.covid.tacaratu.pe.gov.br,9,26,0,3.675310869,2.155639062,3.155639062,0,0.178571429,0,0,0,2,1
key-worker-coronavirus-testing.gov.uk,6,36,1,3.864578374,3.831401845,3.831401845,0,0.297297297,0,0,0,0,1
www.vidacarecovid19.com.br,8,24,0,3.588354347,3.240223929,3.350209029,0,0.153846154,0,0,0,1,1
covid19.alanya.edu.tr,6,19,0,3.794653474,1.79248125,3.334679141,1,0.285714286,0,0,0,1,1
covid-19care.health.gov.mv,7,24,1,3.882045108,2.251629167,3.725480557,1,0.230769231,0,0,0,1,1
covid.cuiaba.mt.gov.br,7,20,0,3.503258335,2.251629167,2.913977073,0,0.227272727,0,0,0,1,1
symptomsupport.covid19.colorado.gov,7,33,0,3.799800876,2.405639062,3.745406426,1,0.228571429,0,0,0,2,1
covid.saojoaodelrei.mg.gov.br,10,27,0,3.619470571,3.026986833,3.281036113,0,0.137931034,0,0,0,1,1
mail.greaterbostoncoviddiaries.host.dartmouth.edu,9,47,0,3.847982686,2.947702779,3.833175912,1,0.183673469,0,0,0,3,1
www.covid.lagodojunco.ma.gov.br,9,29,0,3.686419411,3.027169118,3.366091329,1,0.161290323,0,0,0,2,1
covid19bilgi.saglik.gov.tr,10,24,0,3.708132065,2.584962501,3.503258335,1,0.153846154,0,0,0,1,1
coronavirus.navirai.ms.gov.br,6,27,0,3.403074189,2.235926351,3.044110418,0,0.379310345,0,0,0,1,1
metrosemcovid.fesfsus.ba.gov.br,9,29,0,3.736006946,1.842370993,3.38418372,0,0.193548387,0,0,0,1,1
covid19.lautech.edu.ng,7,20,0,3.826874882,2.807354922,3.664497779,1,0.181818182,0,0,0,1,1
covidwastewater-test.ctsi.ahc.umn.edu,11,35,1,3.775475847,1.584962501,3.752584246,1,0.27027027,0,0,0,3,1
mail.covid.buriti.ma.gov.br,9,25,0,3.55034071,2.251629167,3.373557262,0,0.148148148,0,0,0,2,1
webmail.covid.penalva.ma.gov.br,8,29,0,3.74832866,2.521640636,3.576617645,0,0.225806452,0,0,0,2,1
covid.jequiadapraia.al.gov.br,9,27,0,3.669275071,2.931208949,3.350209029,0,0.172413793,0,0,0,1,1
covid19salud.sanjuan.gov.ar,8,25,0,3.751629167,2.235926351,3.576617645,1,0.185185185,0,0,0,1,1
coronavirus.ca.uky.edu,5,20,0,3.576617645,1.584962501,3.375,1,0.5,0,0,0,2,1
webdisk.covid.novaolinda.ma.gov.br,10,32,0,3.78834134,2.721928095,3.538310596,0,0.147058824,0,0,0,2,1
coronavirus.picarras.sc.gov.br,6,28,0,3.368547776,2.5,3.155565013,0,0.366666667,0,0,0,1,1
www.covid.duquebacelar.ma.gov.br,10,30,0,3.810081021,3.084962501,3.58418372,0,0.15625,0,0,0,2,1
www.culturacovid19.gov.pt,7,23,0,3.788754914,3.521640636,3.572469459,0,0.28,0,0,0,1,1
bccr-covid10.bc.edu,7,17,1,3.381580488,1,3.093069208,1,0.210526316,1,0,1,1,1
www.psicovida.net.br,6,18,0,3.690116518,2.947702779,3.022055209,0,0.2,0,0,0,1,1
covid19-api.econeteditora.com.br,10,30,1,3.814371943,3.026986833,3.65726823,1,0.1875,0,0,0,1,1
cpanel.covid-19.humspace.ucla.edu,9,31,1,3.88333746,2,3.902174814,1,0.151515152,0,0,0,3,1
compliance.coronavirus.wa.gov,4,27,0,3.719294526,1,3.642489673,1,0.379310345,0,0,0,2,1
covid.boyaca.gov.co,6,17,0,2.952819531,2.251629167,2.913977073,1,0.263157895,0,0,0,1,1
coronavirus.utah.edu,3,18,0,3.572431251,2,3.373557262,1,0.55,0,0,0,1,1
covid19.manaus.am.gov.br,7,22,0,3.78418372,2.251629167,3.546593564,1,0.25,0,0,0,1,1
covid19.gov.bz,5,13,0,3.251629167,2.807354922,2.807354922,0,0.285714286,0,0,0,0,1
www.corona.co.jp,4,14,0,2.81507241,2.251629167,2.419381946,1,0.375,0,0,0,1,1
pgadmin.registrocovid.inova.esp.br,9,32,0,3.789898095,2.321928095,3.65366069,0,0.235294118,0,0,0,2,1
coronavirus.pucgoias.edu.br,7,25,0,3.65726823,3,3.366091329,1,0.407407407,0,0,0,1,1
covid.saobentodouna.pe.gov.br,9,27,0,3.699470571,3.026986833,3.392147224,0,0.172413793,0,0,0,1,1
coronavirus.ariquemes.ro.gov.br,7,29,0,3.584160077,2.947702779,3.48418372,0,0.35483871,0,0,0,1,1
covid19dbt.jharkhand.gov.in,8,25,0,3.886842188,2.725480557,3.787143961,1,0.333333333,0,0,0,1,1
cpcontacts.covid-19.humspace.ucla.edu,9,35,1,3.922589574,2,3.898068512,1,0.216216216,0,0,0,3,1
covidprep.umn.edu,6,15,0,3.373557262,1.584962501,3.418295834,1,0.235294118,0,0,0,1,1
www.coronafs.com,4,14,0,2.985228136,2.75,2.845350937,0,0.375,0,0,0,1,1
saicovid.meucambio.com.br,8,23,0,3.413088436,2.947702779,3.337175341,0,0.24,0,0,0,1,1
cpanel.covid.feiranovadomaranhao.ma.gov.br,12,40,0,3.708756408,3.176110252,3.564735179,0,0.142857143,0,0,0,2,1
coviddashboard.unm.edu,6,20,0,3.621928095,1.584962501,3.572469459,1,0.409090909,0,0,0,1,1
webdisk.covid.formosadaserranegra.ma.gov.br,11,41,0,3.787823738,3.090032777,3.760017278,0,0.162790698,0,0,0,2,1
dropcovid.stilingue.com.br,8,24,0,3.849223912,2.947702779,3.683542362,0,0.153846154,0,0,0,1,1
coronavirus.carey.jhu.edu,5,23,0,3.663532755,1.584962501,3.576617645,1,0.44,0,0,0,2,1
coronavirus.sfxingu.pa.gov.br,7,27,0,3.70346519,2.807354922,3.503258335,0,0.379310345,0,0,0,1,1
covidscreen.lbl.gov,6,17,0,3.499227547,0.918295834,3.378783493,1,0.315789474,0,0,0,1,1
coronavirus.gob.es,3,17,0,3.452819531,3.095795255,3.095795255,0,0.611111111,0,0,0,0,1
api.covid.ebazaar.rajasthan.gov.in,8,32,0,3.740519893,2.641604168,3.599483982,1,0.264705882,0,0,0,3,1
covid19.spcollege.edu,6,19,0,3.576617645,2.725480557,3.5,1,0.333333333,0,0,0,1,1
covid.economy.gov.az,5,18,0,3.381580488,2.521640636,3.022055209,1,0.35,0,0,0,1,1
www.corona-data.ch,4,16,1,3.155639062,2.845350937,2.985228136,1,0.333333333,0,0,0,1,1
stage.coronavirus-home-testing.service.gov.uk,7,43,1,3.860379371,2.521640636,3.763558599,1,0.244444444,0,0,0,2,1
covid-19.claytoncountyga.gov,7,26,1,3.74832866,3.106890596,3.762267391,1,0.25,0,0,0,1,1
cpanel.covid.santarita.ma.gov.br,9,30,0,3.806382299,2.419381946,3.521928095,0,0.15625,0,0,0,2,1
www.mcovid19.mizoram.gov.in,7,25,0,3.609668477,2.521640636,3.419381946,1,0.259259259,0,0,0,2,1
www.espacovidaanimal.com.br,7,25,0,3.720175521,3.375,3.471354487,0,0.222222222,0,0,0,1,1
covidapi.nitb.gov.pk,8,18,0,3.4548224,2,3.188721876,1,0.2,0,0,0,1,1
www.covidresponse.wisc.edu,7,24,0,3.414441304,2,3.28418372,1,0.307692308,0,0,0,2,1
www.covid19.gov.gd,6,16,0,3.056564762,2.807354922,2.846439345,0,0.222222222,0,0,0,1,1
covid.olindanova.ma.gov.br,8,24,0,3.390805482,2.721928095,2.923231429,0,0.192307692,0,0,0,1,1
mail.enterrocovid.com.br,6,22,0,3.558518613,3.084962501,3.5,0,0.208333333,0,0,0,1,1
network-covid.stilingue.com.br,8,28,1,4.032303243,2.947702779,3.879664005,0,0.233333333,0,0,0,1,1
cco-covid19.gov.mg,7,17,1,3.155639062,2.845350937,2.845350937,0,0.222222222,0,0,0,0,1
covid.anapurus.ma.gov.br,8,22,0,3.68418372,2.5,3.39274741,0,0.208333333,0,0,0,1,1
www.covid19.ibge.gov.br,7,21,0,3.471354487,2,3.324862958,1,0.173913043,0,0,0,2,1
www.coronavirus.pr.gov.br,5,23,0,3.463280518,3.095795255,3.182005815,0,0.44,0,0,0,1,1
americanas.fiqueemcasacovid19.com.br,11,34,0,3.836081908,3.725480557,3.74041553,0,0.222222222,0,0,0,1,1
www.covid-19.vitoriadomearim.ma.gov.br,11,36,1,3.778502074,3.056564762,3.642371449,0,0.184210526,0,0,0,2,1
www.covid19.bierbikenarua.com.br,10,30,0,3.842370993,2.931208949,3.762267391,0,0.125,0,0,0,2,1
covid19.unifacema.edu.br,8,22,0,3.820888851,2.947702779,3.625,0,0.166666667,0,0,0,1,1
novelcovid.web.illinois.edu,6,25,0,3.40726823,2.155639062,3.272804327,1,0.296296296,0,0,0,2,1
medcovid.saude.sp.gov.br,8,22,0,3.68418372,2.321928095,3.180832987,0,0.166666667,0,0,0,1,1
covid19.machados.pe.gov.br,8,24,0,3.879664005,2.75,3.373557262,0,0.269230769,0,0,0,1,1
pmitaparica.transparenciacovid19.com.br,13,37,0,3.718128821,3.68418372,3.60663381,0,0.128205128,0,0,0,1,1
coronavirus.paranavai.pr.gov.br,6,29,0,3.320478022,2.281036113,3.103701696,0,0.35483871,0,0,0,1,1
testy-covid19.sum.edu.pl,7,22,1,3.916126947,1.584962501,3.75,1,0.208333333,0,0,0,1,1
webmail.covid.gracaaranha.ma.gov.br,10,33,0,3.626678197,2.222191576,3.588354347,0,0.2,0,0,0,2,1
service.missaocovid.com.br,6,24,0,3.348798912,2.913977073,3.197159723,0,0.269230769,0,0,0,1,1
sarsgrid.com,3,11,0,3.095795255,2.5,2.5,0,0.333333333,0,0,0,0,1
www.lojaespacovida.conb2c.com.br,12,30,0,3.824862958,2.251629167,3.696624999,0,0.125,0,0,1,2,1
